2021-04-28,2021-05-05,5,1,22427369-X,Russia,4
2021-01-02,2021-01-09,2,1,88568944-A,Russia,5
2021-06-12,2021-06-19,4,1,90374503-N,Russia,3
2021-07-24,2021-07-31,4,1,99435423-S,Sweden,7
2021-09-26,2021-10-03,2,1,81631560-P,Sweden,5
2021-01-10,2021-01-17,3,2,49422667-U,Sweden,6
2021-01-02,2021-01-09,1,2,10165878-X,Norway,2
2021-01-16,2021-01-23,3,2,35717196-D,Austria,4
2021-07-23,2021-07-30,5,2,76006141-P,Russia,6
2021-05-11,2021-05-18,1,2,01156081-O,Russia,1
2021-09-23,2021-09-30,2,1,36438060-E,Russia,1
2021-03-24,2021-03-31,1,1,31628783-E,Russia,4
2021-02-26,2021-03-05,1,1,98279366-N,Sweden,6
2021-09-17,2021-09-24,3,1,95663214-G,Denmark,8
2021-06-21,2021-06-28,1,2,44670071-H,Sweden,4
2021-06-06,2021-06-13,4,2,86860598-J,Russia,6
2021-02-05,2021-02-12,4,1,67010391-R,Russia,8
2021-07-27,2021-08-03,5,2,30924247-M,Russia,7
2021-08-04,2021-08-11,2,1,79609311-P,Sweden,1
2021-01-29,2021-02-05,1,2,05058859-G,Italy,1
2021-06-15,2021-06-22,4,2,29769706-T,Russia,1
2021-02-10,2021-02-17,1,2,44163531-J,Sweden,4
2021-05-30,2021-06-06,4,2,90752483-W,Russia,5
2021-02-22,2021-03-01,2,2,24524434-X,Russia,7
2021-03-07,2021-03-14,3,2,30188786-H,Sweden,5
2021-09-29,2021-10-06,2,2,09755129-U,Sweden,4
2021-05-06,2021-05-13,1,1,54739516-Y,Netherlands,1
2021-01-05,2021-01-12,5,2,68765437-I,Sweden,8
2021-06-19,2021-06-26,5,1,67145212-Z,Russia,2
2021-03-03,2021-03-10,2,1,68124239-T,Sweden,7
2021-03-26,2021-04-02,2,1,71992517-B,Sweden,3
2021-06-13,2021-06-20,2,2,61192465-X,Sweden,6
2021-08-24,2021-08-31,1,2,45897191-M,Sweden,5
2021-02-21,2021-02-28,3,2,61711758-L,Sweden,4
2021-03-31,2021-04-07,3,1,42303055-F,Sweden,4
2021-06-21,2021-06-28,1,1,90621685-K,Russia,3
2021-05-24,2021-05-31,1,2,61127136-K,Sweden,5
2021-08-07,2021-08-14,1,1,13606242-D,Russia,3
2021-03-07,2021-03-14,4,2,36626519-Z,Sweden,4
2021-09-13,2021-09-20,1,2,57353669-P,Russia,6
2021-06-12,2021-06-19,4,2,70240539-I,Russia,7
2021-01-28,2021-02-04,5,2,97203866-B,Russia,3
2021-02-20,2021-02-27,5,2,45668328-X,Russia,3
2021-04-15,2021-04-22,5,2,66149644-H,Sweden,2
2021-03-20,2021-03-27,1,2,62700716-V,Russia,8
2021-06-20,2021-06-27,1,2,46722077-G,Russia,2
2021-02-14,2021-02-21,3,1,43589984-B,Norway,1
2021-08-18,2021-08-25,3,2,64645989-Y,Russia,7
2021-09-19,2021-09-26,5,1,94623348-A,Russia,5
2021-02-24,2021-03-03,1,1,40478544-L,Russia,2
2021-08-04,2021-08-11,1,1,03397056-T,Russia,8
2021-09-04,2021-09-11,2,2,74909519-K,Norway,1
2021-08-21,2021-08-28,3,2,33733450-U,Russia,6
2021-03-08,2021-03-15,3,2,89244964-S,Netherlands,2
2021-04-28,2021-05-05,2,1,17532487-H,Russia,6
2021-02-23,2021-03-02,1,2,58701791-T,Russia,6
2021-01-19,2021-01-26,5,2,40676184-Q,Russia,4
2021-09-30,2021-10-07,2,1,89896680-D,Sweden,3
2021-01-24,2021-01-31,1,2,13185555-X,Russia,1
2021-02-28,2021-03-07,1,2,82513410-W,Russia,3
2021-04-13,2021-04-20,4,1,59080438-O,Sweden,1
2021-08-27,2021-09-03,5,1,95532934-X,Sweden,5
2021-06-04,2021-06-11,5,1,15882435-O,Russia,2
2021-03-27,2021-04-03,3,1,77220717-U,Russia,8
2021-05-10,2021-05-17,3,2,85213309-E,Russia,2
2021-05-17,2021-05-24,1,2,16386209-Z,Russia,4
2021-02-13,2021-02-20,5,2,17829434-A,Sweden,7
2021-09-20,2021-09-27,2,1,72140820-N,Sweden,8
2021-08-09,2021-08-16,1,1,08526936-F,Sweden,4
2021-04-15,2021-04-22,3,1,55966811-E,Russia,5
2021-05-11,2021-05-18,5,1,36823285-B,Russia,7
2021-02-24,2021-03-03,5,2,23157344-M,Russia,8
2021-04-12,2021-04-19,1,2,08142811-B,Russia,7
2021-09-25,2021-10-02,2,1,71452622-A,Netherlands,1
2021-03-15,2021-03-22,4,1,70963914-Q,Russia,7
2021-01-15,2021-01-22,4,1,34391121-Y,Russia,3
2021-01-11,2021-01-18,2,2,26073025-Y,Sweden,7
2021-01-22,2021-01-29,4,1,64758161-R,Russia,3
2021-03-06,2021-03-13,5,1,56185831-A,Russia,8
2021-06-11,2021-06-18,2,2,01591659-M,Austria,8
2021-04-05,2021-04-12,4,2,27495829-Z,Russia,6
2021-01-22,2021-01-29,3,1,14324135-X,Russia,1
2021-03-07,2021-03-14,2,1,24802369-V,Netherlands,4
2021-09-09,2021-09-16,1,1,64961568-V,Norway,8
2021-01-19,2021-01-26,5,1,48303263-E,Netherlands,5
2021-05-12,2021-05-19,5,2,34216741-K,Sweden,1
2021-08-11,2021-08-18,4,1,54884563-M,Netherlands,1
2021-03-02,2021-03-09,5,2,86931846-E,Netherlands,1
2021-07-23,2021-07-30,4,1,47037862-C,Russia,6
2021-09-02,2021-09-09,1,1,79212496-G,Russia,3
2021-01-04,2021-01-11,4,2,33177444-G,Russia,6
2021-04-30,2021-05-07,4,1,45319546-L,Sweden,3
2021-08-02,2021-08-09,1,2,41387911-N,Russia,7
2021-06-21,2021-06-28,1,1,05754357-O,Russia,6
2021-02-18,2021-02-25,2,2,74790954-R,Netherlands,2
2021-09-16,2021-09-23,1,2,96639361-L,Russia,6
2021-06-28,2021-07-05,1,1,01654852-F,Netherlands,6
2021-03-19,2021-03-26,2,1,06387398-G,Sweden,2
2021-05-20,2021-05-27,4,1,87912150-S,Sweden,7
2021-06-01,2021-06-08,4,1,16380477-U,Russia,4
2021-02-28,2021-03-07,5,1,44451200-N,Norway,6
2021-01-22,2021-01-29,5,2,45750851-K,Russia,1
2021-04-10,2021-04-17,3,2,40717863-J,Russia,3
2021-06-09,2021-06-16,2,2,76133065-D,Russia,4
2021-06-20,2021-06-27,3,2,80084940-F,Norway,8
2021-01-31,2021-02-07,1,1,91512993-B,Russia,8
2021-02-09,2021-02-16,1,1,22023463-J,Russia,4
2021-04-18,2021-04-25,4,1,60994351-H,Sweden,7
2021-05-08,2021-05-15,5,2,30698403-Y,Russia,7
2021-01-23,2021-01-30,1,1,45484818-N,Russia,5
2021-03-01,2021-03-08,5,2,22749349-P,Russia,6
2021-05-16,2021-05-23,5,1,71974746-R,Russia,7
2021-04-27,2021-05-04,4,2,89281604-H,Sweden,6
2021-08-26,2021-09-02,3,2,87847670-R,Sweden,1
2021-03-21,2021-03-28,2,1,07274804-U,Russia,8
2021-07-17,2021-07-24,2,2,19411341-F,Netherlands,5
2021-06-07,2021-06-14,3,2,06798017-K,Russia,3
2021-01-18,2021-01-25,4,1,65995270-D,Russia,8
2021-04-27,2021-05-04,1,2,22973751-G,Russia,5
2021-04-16,2021-04-23,4,2,50898754-N,Russia,6
2021-05-07,2021-05-14,3,1,45113507-G,Denmark,7
2021-07-01,2021-07-08,2,1,48041339-Q,Russia,7
2021-05-24,2021-05-31,1,2,26892241-P,Russia,5
2021-04-27,2021-05-04,4,1,26646210-I,Russia,5
2021-06-29,2021-07-06,2,1,30217277-M,Sweden,8
2021-02-02,2021-02-09,1,2,29792039-L,Sweden,6
2021-06-25,2021-07-02,3,1,93542775-D,Russia,5
2021-04-24,2021-05-01,2,2,91762316-R,Russia,7
2021-05-15,2021-05-22,2,1,55721951-P,Russia,7
2021-06-17,2021-06-24,1,1,41088673-W,Russia,7
2021-08-14,2021-08-21,3,2,37421814-E,Russia,3
2021-02-21,2021-02-28,4,1,77635372-D,Norway,3
2021-05-05,2021-05-12,2,1,86996208-P,Russia,3
2021-02-24,2021-03-03,4,1,01777338-S,Netherlands,2
2021-04-17,2021-04-24,1,1,25764195-Y,Sweden,4
2021-04-11,2021-04-18,5,2,75844627-Z,Sweden,5
2021-03-11,2021-03-18,4,1,82079915-T,Sweden,2
2021-02-10,2021-02-17,5,1,41509081-A,Russia,4
2021-05-10,2021-05-17,3,2,18614898-Z,Russia,1
2021-06-18,2021-06-25,5,2,82535327-P,Russia,3
2021-01-01,2021-01-08,1,2,19049221-O,Netherlands,2
2021-04-06,2021-04-13,5,1,24865623-C,Germany,5
2021-09-13,2021-09-20,5,1,54158102-E,Russia,3
2021-04-02,2021-04-09,4,1,54894260-D,Russia,5
2021-03-02,2021-03-09,4,2,82220502-Z,Sweden,1
2021-01-28,2021-02-04,4,2,39451582-X,Sweden,8
2021-07-12,2021-07-19,1,2,82398518-I,Sweden,7
2021-04-14,2021-04-21,4,1,75790173-Y,Germany,2
2021-09-25,2021-10-02,1,2,92799480-F,Netherlands,7
2021-02-14,2021-02-21,2,1,20198946-M,Norway,7
2021-09-09,2021-09-16,4,1,93392204-S,Sweden,8
2021-03-28,2021-04-04,4,1,24844769-R,Netherlands,1
2021-01-08,2021-01-15,5,2,49605076-K,Russia,3
2021-08-10,2021-08-17,1,1,09120861-U,Sweden,3
2021-09-23,2021-09-30,4,1,31924555-M,Sweden,7
2021-03-27,2021-04-03,4,1,82463509-V,Russia,8
2021-02-01,2021-02-08,2,1,42981083-O,Russia,7
2021-09-22,2021-09-29,5,1,77031865-A,Russia,2
2021-02-13,2021-02-20,5,1,31104745-D,Russia,2
2021-05-15,2021-05-22,2,2,72814237-K,Russia,3
2021-01-18,2021-01-25,4,1,51051614-L,Russia,4
2021-03-09,2021-03-16,5,2,53423959-C,Russia,6
2021-08-01,2021-08-08,1,1,83299189-H,Sweden,7
2021-07-03,2021-07-10,4,2,34100295-K,Sweden,6
2021-06-30,2021-07-07,4,1,76857169-P,Russia,8
2021-08-12,2021-08-19,1,1,27497267-K,Russia,5
2021-09-29,2021-10-06,3,1,03455419-M,Russia,4
2021-04-01,2021-04-08,1,2,01273871-Q,Russia,1
2021-01-30,2021-02-06,3,1,20595337-V,Russia,1
2021-06-26,2021-07-03,5,1,39457009-F,Russia,3
2021-03-12,2021-03-19,2,1,03271703-I,Sweden,5
2021-02-02,2021-02-09,2,1,79275244-T,Netherlands,7
2021-05-20,2021-05-27,5,1,80752829-J,Sweden,8
2021-08-16,2021-08-23,1,1,42367771-N,Russia,3
2021-03-26,2021-04-02,5,2,74099043-J,Russia,7
2021-01-17,2021-01-24,4,2,76152974-M,Russia,2
2021-05-04,2021-05-11,3,1,49542160-H,Sweden,5
2021-03-17,2021-03-24,2,2,87320526-P,Russia,5
2021-06-19,2021-06-26,2,2,96661632-Q,Sweden,2
2021-05-04,2021-05-11,3,2,85390767-Y,Russia,4
2021-02-17,2021-02-24,5,2,00652063-D,Russia,8
2021-07-28,2021-08-04,4,1,99753400-U,Russia,7
2021-05-14,2021-05-21,2,1,36421037-Z,Russia,2
2021-03-11,2021-03-18,3,2,76987015-B,Russia,3
2021-09-15,2021-09-22,2,1,50936709-N,Sweden,2
2021-04-11,2021-04-18,3,2,24302275-M,Norway,1
2021-06-19,2021-06-26,5,1,88477166-M,Russia,5
2021-03-16,2021-03-23,3,2,48572106-C,Russia,8
2021-09-24,2021-10-01,2,1,29683713-W,Russia,7
2021-03-10,2021-03-17,2,1,20117334-Y,Russia,8
2021-09-21,2021-09-28,1,2,72894344-P,Russia,1
2021-09-04,2021-09-11,1,1,80891631-U,Sweden,2
2021-05-30,2021-06-06,5,2,75684069-V,Russia,3
2021-08-14,2021-08-21,2,1,58919904-B,Russia,5
2021-02-01,2021-02-08,1,2,19080205-Z,Sweden,4
2021-08-06,2021-08-13,5,2,03306174-S,Italy,1
2021-08-01,2021-08-08,5,1,10896162-A,Russia,5
2021-07-20,2021-07-27,5,1,95704011-S,Sweden,4
2021-09-14,2021-09-21,4,1,20414738-M,Norway,5
2021-04-22,2021-04-29,2,1,15552555-E,Russia,8
2021-04-17,2021-04-24,3,2,68666942-M,Russia,2
2021-06-11,2021-06-18,3,1,83665885-C,Sweden,8
2021-07-15,2021-07-22,1,1,94336476-K,Sweden,6
2021-01-19,2021-01-26,3,2,87876016-N,Sweden,8
2021-01-23,2021-01-30,2,1,12519995-F,Russia,8
2021-07-14,2021-07-21,5,2,02932959-L,Sweden,7
2021-04-19,2021-04-26,4,2,40914318-P,Sweden,8
2021-02-15,2021-02-22,3,1,95325958-P,Italy,8
2021-02-25,2021-03-04,5,1,17347651-M,Sweden,1
2021-04-13,2021-04-20,5,2,81071872-R,Russia,2
2021-03-20,2021-03-27,2,1,18608916-V,Russia,5
2021-04-23,2021-04-30,2,1,64935526-G,Italy,7
2021-09-27,2021-10-04,5,2,83131478-F,Italy,8
2021-07-19,2021-07-26,5,2,47113302-U,Norway,7
2021-05-30,2021-06-06,3,1,80397146-A,Netherlands,3
2021-09-20,2021-09-27,3,1,26736666-R,Netherlands,5
2021-07-13,2021-07-20,1,2,12772312-B,Russia,3
2021-02-03,2021-02-10,2,1,08065074-N,Netherlands,3
2021-04-04,2021-04-11,2,1,08020956-F,Russia,7
2021-01-24,2021-01-31,3,1,05211897-L,Russia,5
2021-07-22,2021-07-29,1,1,76459035-N,Switzerland,4
2021-06-13,2021-06-20,3,2,03443077-W,Russia,2
2021-09-18,2021-09-25,3,1,23593431-V,Russia,8
2021-06-11,2021-06-18,3,2,56695685-U,Russia,2
2021-05-02,2021-05-09,3,1,81928639-W,Russia,3
2021-09-11,2021-09-18,3,2,73897502-V,Russia,4
2021-03-14,2021-03-21,4,1,71374548-K,Russia,7
2021-09-17,2021-09-24,5,2,32905637-I,Sweden,3
2021-07-20,2021-07-27,3,2,93633788-Y,Germany,5
2021-05-28,2021-06-04,3,2,56541509-Y,Russia,8
2021-08-11,2021-08-18,1,1,75823360-B,Sweden,5
2021-09-24,2021-10-01,2,2,44010703-M,Russia,2
2021-08-26,2021-09-02,5,2,97788424-M,Russia,7
2021-03-23,2021-03-30,5,2,20620052-R,Germany,7
2021-06-23,2021-06-30,2,1,21178162-D,Norway,8
2021-01-10,2021-01-17,4,1,41131563-X,Italy,4
2021-01-04,2021-01-11,1,2,71205197-X,Sweden,5
2021-06-29,2021-07-06,1,1,22807114-W,Russia,6
2021-06-29,2021-07-06,4,2,97457615-S,Russia,8
2021-06-18,2021-06-25,1,2,66597647-E,Russia,7
2021-02-06,2021-02-13,3,1,35407244-X,Sweden,8
2021-01-06,2021-01-13,5,1,83116696-W,Russia,2
2021-04-11,2021-04-18,3,1,13044241-N,Russia,4
2021-02-11,2021-02-18,1,2,83257850-T,Norway,5
2021-08-06,2021-08-13,3,2,18210586-Y,Russia,5
2021-07-19,2021-07-26,5,1,00869463-D,Russia,5
2021-02-15,2021-02-22,1,2,85659204-U,Italy,8
2021-05-15,2021-05-22,3,2,20458655-Q,Sweden,6
2021-01-10,2021-01-17,4,1,41304587-O,Russia,7
2021-09-11,2021-09-18,1,2,44543517-W,Russia,8
2021-01-26,2021-02-02,4,1,57106773-V,Norway,8
2021-07-19,2021-07-26,4,1,68698026-Q,Russia,4
2021-03-05,2021-03-12,5,2,24096214-L,Russia,7
